chunk_id,source,district,market_segment,property_type,year,n_transactions,median_psf,text
ura_d09_condominium_2026,ura_transaction,09,CCR,Condominium,2026,95,2515.0,"URA Private Residential — District 09 | Condominium | CCR | 2026
Transactions: 95
Median transacted price: SGD 3,690,000
Median price per sqft (PSF): SGD 2,515
Median area: 1410 sqft
Resale share: 100%
"
ura_d10_apartment_2021,ura_transaction,10,CCR,Apartment,2021,593,2423.0,"URA Private Residential — District 10 | Apartment | CCR | 2021
Transactions: 593
Median transacted price: SGD 2,150,000
Median price per sqft (PSF): SGD 2,423
Median area: 915 sqft
Resale share: 35%
"
ura_d10_apartment_2022,ura_transaction,10,CCR,Apartment,2022,677,2732.0,"URA Private Residential — District 10 | Apartment | CCR | 2022
Transactions: 677
Median transacted price: SGD 2,359,280
Median price per sqft (PSF): SGD 2,732
Median area: 947 sqft
Resale share: 30%
"
ura_d10_apartment_2023,ura_transaction,10,CCR,Apartment,2023,487,2711.0,"URA Private Residential — District 10 | Apartment | CCR | 2023
Transactions: 487
Median transacted price: SGD 2,275,000
Median price per sqft (PSF): SGD 2,711
Median area: 797 sqft
Resale share: 52%
"
ura_d10_apartment_2024,ura_transaction,10,CCR,Apartment,2024,329,2346.0,"URA Private Residential — District 10 | Apartment | CCR | 2024
Transactions: 329
Median transacted price: SGD 2,528,000
Median price per sqft (PSF): SGD 2,346
Median area: 969 sqft
Resale share: 78%
"
ura_d10_apartment_2025,ura_transaction,10,CCR,Apartment,2025,1163,2957.0,"URA Private Residential — District 10 | Apartment | CCR | 2025
Transactions: 1163
Median transacted price: SGD 2,331,000
Median price per sqft (PSF): SGD 2,957
Median area: 764 sqft
Resale share: 22%
"
ura_d10_apartment_2026,ura_transaction,10,CCR,Apartment,2026,102,2512.5,"URA Private Residential — District 10 | Apartment | CCR | 2026
Transactions: 102
Median transacted price: SGD 2,659,500
Median price per sqft (PSF): SGD 2,512
Median area: 1141 sqft
Resale share: 70%
"
ura_d10_condominium_2021,ura_transaction,10,CCR,Condominium,2021,952,2342.5,"URA Private Residential — District 10 | Condominium | CCR | 2021
Transactions: 952
Median transacted price: SGD 2,389,500
Median price per sqft (PSF): SGD 2,342
Median area: 1076 sqft
Resale share: 58%
"
ura_d10_condominium_2022,ura_transaction,10,CCR,Condominium,2022,1049,2607.0,"URA Private Residential — District 10 | Condominium | CCR | 2022
Transactions: 1049
Median transacted price: SGD 2,435,110
Median price per sqft (PSF): SGD 2,607
Median area: 1055 sqft
Resale share: 57%
"
ura_d10_condominium_2023,ura_transaction,10,CCR,Condominium,2023,726,2375.5,"URA Private Residential — District 10 | Condominium | CCR | 2023
Transactions: 726
Median transacted price: SGD 2,330,000
Median price per sqft (PSF): SGD 2,376
Median area: 1055 sqft
Resale share: 66%
"
ura_d10_condominium_2024,ura_transaction,10,CCR,Condominium,2024,644,2234.5,"URA Private Residential — District 10 | Condominium | CCR | 2024
Transactions: 644
Median transacted price: SGD 2,803,000
Median price per sqft (PSF): SGD 2,234
Median area: 1232 sqft
Resale share: 96%
"
ura_d10_condominium_2025,ura_transaction,10,CCR,Condominium,2025,583,2231.0,"URA Private Residential — District 10 | Condominium | CCR | 2025
Transactions: 583
Median transacted price: SGD 3,248,000
Median price per sqft (PSF): SGD 2,231
Median area: 1464 sqft
Resale share: 95%
"
ura_d10_condominium_2026,ura_transaction,10,CCR,Condominium,2026,160,2261.5,"URA Private Residential — District 10 | Condominium | CCR | 2026
Transactions: 160
Median transacted price: SGD 3,475,000
Median price per sqft (PSF): SGD 2,262
Median area: 1582 sqft
Resale share: 99%
"
ura_d11_apartment_2021,ura_transaction,11,CCR,Apartment,2021,250,1832.5,"URA Private Residential — District 11 | Apartment | CCR | 2021
Transactions: 250
Median transacted price: SGD 1,912,500
Median price per sqft (PSF): SGD 1,832
Median area: 1001 sqft
Resale share: 75%
"
ura_d11_apartment_2022,ura_transaction,11,CCR,Apartment,2022,319,2323.0,"URA Private Residential — District 11 | Apartment | CCR | 2022
Transactions: 319
Median transacted price: SGD 1,800,000
Median price per sqft (PSF): SGD 2,323
Median area: 797 sqft
Resale share: 47%
"
ura_d11_apartment_2023,ura_transaction,11,CCR,Apartment,2023,224,2170.5,"URA Private Residential — District 11 | Apartment | CCR | 2023
Transactions: 224
Median transacted price: SGD 2,000,000
Median price per sqft (PSF): SGD 2,170
Median area: 861 sqft
Resale share: 58%
"
ura_d11_apartment_2024,ura_transaction,11,CCR,Apartment,2024,152,2104.0,"URA Private Residential — District 11 | Apartment | CCR | 2024
Transactions: 152
Median transacted price: SGD 2,057,774
Median price per sqft (PSF): SGD 2,104
Median area: 980 sqft
Resale share: 78%
"
ura_d11_apartment_2025,ura_transaction,11,CCR,Apartment,2025,175,2139.0,"URA Private Residential — District 11 | Apartment | CCR | 2025
Transactions: 175
Median transacted price: SGD 2,200,000
Median price per sqft (PSF): SGD 2,139
Median area: 1001 sqft
Resale share: 80%
"
ura_d11_apartment_2026,ura_transaction,11,CCR,Apartment,2026,48,2178.0,"URA Private Residential — District 11 | Apartment | CCR | 2026
Transactions: 48
Median transacted price: SGD 2,350,000
Median price per sqft (PSF): SGD 2,178
Median area: 1060 sqft
Resale share: 79%
"
ura_d11_condominium_2021,ura_transaction,11,CCR,Condominium,2021,231,1734.0,"URA Private Residential — District 11 | Condominium | CCR | 2021
Transactions: 231
Median transacted price: SGD 2,400,000
Median price per sqft (PSF): SGD 1,734
Median area: 1421 sqft
Resale share: 97%
"
ura_d11_condominium_2022,ura_transaction,11,CCR,Condominium,2022,215,1897.0,"URA Private Residential — District 11 | Condominium | CCR | 2022
Transactions: 215
Median transacted price: SGD 2,400,000
Median price per sqft (PSF): SGD 1,897
Median area: 1238 sqft
Resale share: 83%
"
ura_d11_condominium_2023,ura_transaction,11,CCR,Condominium,2023,243,2202.0,"URA Private Residential — District 11 | Condominium | CCR | 2023
Transactions: 243
Median transacted price: SGD 2,688,000
Median price per sqft (PSF): SGD 2,202
Median area: 1163 sqft
Resale share: 65%
"
ura_d11_condominium_2024,ura_transaction,11,CCR,Condominium,2024,198,2003.5,"URA Private Residential — District 11 | Condominium | CCR | 2024
Transactions: 198
Median transacted price: SGD 2,600,000
Median price per sqft (PSF): SGD 2,004
Median area: 1350 sqft
Resale share: 98%
"
ura_d11_condominium_2025,ura_transaction,11,CCR,Condominium,2025,218,2073.0,"URA Private Residential — District 11 | Condominium | CCR | 2025
Transactions: 218
Median transacted price: SGD 2,775,000
Median price per sqft (PSF): SGD 2,073
Median area: 1410 sqft
Resale share: 100%
"
ura_d11_condominium_2026,ura_transaction,11,CCR,Condominium,2026,49,2054.0,"URA Private Residential — District 11 | Condominium | CCR | 2026
Transactions: 49
Median transacted price: SGD 2,700,000
Median price per sqft (PSF): SGD 2,054
Median area: 1399 sqft
Resale share: 96%
"
ura_d12_apartment_2021,ura_transaction,12,RCR,Apartment,2021,328,1437.5,"URA Private Residential — District 12 | Apartment | RCR | 2021
Transactions: 328
Median transacted price: SGD 1,164,000
Median price per sqft (PSF): SGD 1,438
Median area: 818 sqft
Resale share: 86%
"
ura_d12_apartment_2022,ura_transaction,12,RCR,Apartment,2022,351,1539.0,"URA Private Residential — District 12 | Apartment | RCR | 2022
Transactions: 351
Median transacted price: SGD 1,373,000
Median price per sqft (PSF): SGD 1,539
Median area: 807 sqft
Resale share: 77%
"
ura_d12_apartment_2023,ura_transaction,12,RCR,Apartment,2023,271,1552.0,"URA Private Residential — District 12 | Apartment | RCR | 2023
Transactions: 271
Median transacted price: SGD 1,258,000
Median price per sqft (PSF): SGD 1,552
Median area: 818 sqft
Resale share: 96%
"
ura_d12_apartment_2024,ura_transaction,12,RCR,Apartment,2024,340,1649.5,"URA Private Residential — District 12 | Apartment | RCR | 2024
Transactions: 340
Median transacted price: SGD 1,480,000
Median price per sqft (PSF): SGD 1,650
Median area: 840 sqft
Resale share: 81%
"
ura_d12_apartment_2025,ura_transaction,12,RCR,Apartment,2025,251,1630.0,"URA Private Residential — District 12 | Apartment | RCR | 2025
Transactions: 251
Median transacted price: SGD 1,468,000
Median price per sqft (PSF): SGD 1,630
Median area: 893 sqft
Resale share: 94%
"
ura_d12_apartment_2026,ura_transaction,12,RCR,Apartment,2026,62,1652.5,"URA Private Residential — District 12 | Apartment | RCR | 2026
Transactions: 62
Median transacted price: SGD 1,483,000
Median price per sqft (PSF): SGD 1,652
Median area: 915 sqft
Resale share: 90%
"
ura_d12_condominium_2021,ura_transaction,12,RCR,Condominium,2021,167,1522.0,"URA Private Residential — District 12 | Condominium | RCR | 2021
Transactions: 167
Median transacted price: SGD 1,378,000
Median price per sqft (PSF): SGD 1,522
Median area: 980 sqft
Resale share: 79%
"
ura_d12_condominium_2022,ura_transaction,12,RCR,Condominium,2022,184,1631.0,"URA Private Residential — District 12 | Condominium | RCR | 2022
Transactions: 184
Median transacted price: SGD 1,505,000
Median price per sqft (PSF): SGD 1,631
Median area: 947 sqft
Resale share: 76%
"
ura_d12_condominium_2023,ura_transaction,12,RCR,Condominium,2023,132,1777.5,"URA Private Residential — District 12 | Condominium | RCR | 2023
Transactions: 132
Median transacted price: SGD 1,640,000
Median price per sqft (PSF): SGD 1,778
Median area: 936 sqft
Resale share: 71%
"
ura_d12_condominium_2024,ura_transaction,12,RCR,Condominium,2024,152,1848.0,"URA Private Residential — District 12 | Condominium | RCR | 2024
Transactions: 152
Median transacted price: SGD 1,705,000
Median price per sqft (PSF): SGD 1,848
Median area: 980 sqft
Resale share: 87%
"
ura_d12_condominium_2025,ura_transaction,12,RCR,Condominium,2025,466,2521.5,"URA Private Residential — District 12 | Condominium | RCR | 2025
Transactions: 466
Median transacted price: SGD 2,460,000
Median price per sqft (PSF): SGD 2,522
Median area: 1044 sqft
Resale share: 33%
"
ura_d12_condominium_2026,ura_transaction,12,RCR,Condominium,2026,37,1914.0,"URA Private Residential — District 12 | Condominium | RCR | 2026
Transactions: 37
Median transacted price: SGD 1,756,000
Median price per sqft (PSF): SGD 1,914
Median area: 936 sqft
Resale share: 92%
"
ura_d13_apartment_2021,ura_transaction,13,OCR,Apartment,2021,17,1383.0,"URA Private Residential — District 13 | Apartment | OCR | 2021
Transactions: 17
Median transacted price: SGD 980,000
Median price per sqft (PSF): SGD 1,383
Median area: 700 sqft
Resale share: 100%
"
ura_d13_apartment_2022,ura_transaction,13,OCR,Apartment,2022,16,1357.5,"URA Private Residential — District 13 | Apartment | OCR | 2022
Transactions: 16
Median transacted price: SGD 977,500
Median price per sqft (PSF): SGD 1,358
Median area: 754 sqft
Resale share: 100%
"
ura_d13_apartment_2023,ura_transaction,13,OCR,Apartment,2023,26,1415.0,"URA Private Residential — District 13 | Apartment | OCR | 2023
Transactions: 26
Median transacted price: SGD 1,301,500
Median price per sqft (PSF): SGD 1,415
Median area: 882 sqft
Resale share: 100%
"
ura_d13_apartment_2024,ura_transaction,13,OCR,Apartment,2024,22,1510.0,"URA Private Residential — District 13 | Apartment | OCR | 2024
Transactions: 22
Median transacted price: SGD 1,534,000
Median price per sqft (PSF): SGD 1,510
Median area: 936 sqft
Resale share: 100%
"
ura_d13_apartment_2025,ura_transaction,13,OCR,Apartment,2025,25,1548.0,"URA Private Residential — District 13 | Apartment | OCR | 2025
Transactions: 25
Median transacted price: SGD 1,550,000
Median price per sqft (PSF): SGD 1,548
Median area: 936 sqft
Resale share: 100%
"
ura_d13_apartment_2021,ura_transaction,13,RCR,Apartment,2021,240,2089.0,"URA Private Residential — District 13 | Apartment | RCR | 2021
Transactions: 240
Median transacted price: SGD 1,790,000
Median price per sqft (PSF): SGD 2,089
Median area: 850 sqft
Resale share: 37%
"
ura_d13_apartment_2022,ura_transaction,13,RCR,Apartment,2022,252,2059.0,"URA Private Residential — District 13 | Apartment | RCR | 2022
Transactions: 252
Median transacted price: SGD 1,698,000
Median price per sqft (PSF): SGD 2,059
Median area: 856 sqft
Resale share: 44%
"
ura_d13_apartment_2023,ura_transaction,13,RCR,Apartment,2023,112,1939.0,"URA Private Residential — District 13 | Apartment | RCR | 2023
Transactions: 112
Median transacted price: SGD 1,605,000
Median price per sqft (PSF): SGD 1,939
Median area: 850 sqft
Resale share: 65%
"
ura_d13_apartment_2024,ura_transaction,13,RCR,Apartment,2024,116,2018.0,"URA Private Residential — District 13 | Apartment | RCR | 2024
Transactions: 116
Median transacted price: SGD 1,500,000
Median price per sqft (PSF): SGD 2,018
Median area: 700 sqft
Resale share: 64%
"
ura_d13_apartment_2025,ura_transaction,13,RCR,Apartment,2025,128,1980.5,"URA Private Residential — District 13 | Apartment | RCR | 2025
Transactions: 128
Median transacted price: SGD 1,598,900
Median price per sqft (PSF): SGD 1,980
Median area: 840 sqft
Resale share: 75%
"
ura_d13_apartment_2026,ura_transaction,13,RCR,Apartment,2026,37,1952.0,"URA Private Residential — District 13 | Apartment | RCR | 2026
Transactions: 37
Median transacted price: SGD 1,588,000
Median price per sqft (PSF): SGD 1,952
Median area: 700 sqft
Resale share: 81%
"
ura_d13_condominium_2021,ura_transaction,13,RCR,Condominium,2021,146,1539.5,"URA Private Residential — District 13 | Condominium | RCR | 2021
Transactions: 146
Median transacted price: SGD 1,320,000
Median price per sqft (PSF): SGD 1,540
Median area: 840 sqft
Resale share: 86%
"
ura_d13_condominium_2022,ura_transaction,13,RCR,Condominium,2022,195,1671.0,"URA Private Residential — District 13 | Condominium | RCR | 2022
Transactions: 195
Median transacted price: SGD 1,330,000
Median price per sqft (PSF): SGD 1,671
Median area: 797 sqft
Resale share: 61%
"
ura_d13_condominium_2023,ura_transaction,13,RCR,Condominium,2023,275,1845.0,"URA Private Residential — District 13 | Condominium | RCR | 2023
Transactions: 275
Median transacted price: SGD 1,390,000
Median price per sqft (PSF): SGD 1,845
Median area: 721 sqft
Resale share: 58%
"
ura_d13_condominium_2024,ura_transaction,13,RCR,Condominium,2024,220,1894.5,"URA Private Residential — District 13 | Condominium | RCR | 2024
Transactions: 220
Median transacted price: SGD 1,500,000
Median price per sqft (PSF): SGD 1,894
Median area: 808 sqft
Resale share: 89%
"
ura_d13_condominium_2025,ura_transaction,13,RCR,Condominium,2025,226,1991.5,"URA Private Residential — District 13 | Condominium | RCR | 2025
Transactions: 226
Median transacted price: SGD 1,464,000
Median price per sqft (PSF): SGD 1,992
Median area: 743 sqft
Resale share: 100%
"
ura_d13_condominium_2026,ura_transaction,13,RCR,Condominium,2026,42,2023.5,"URA Private Residential — District 13 | Condominium | RCR | 2026
Transactions: 42
Median transacted price: SGD 1,519,444
Median price per sqft (PSF): SGD 2,024
Median area: 743 sqft
Resale share: 100%
"
ura_d14_apartment_2021,ura_transaction,14,OCR,Apartment,2021,68,1446.5,"URA Private Residential — District 14 | Apartment | OCR | 2021
Transactions: 68
Median transacted price: SGD 1,371,000
Median price per sqft (PSF): SGD 1,446
Median area: 996 sqft
Resale share: 65%
"
ura_d14_apartment_2022,ura_transaction,14,OCR,Apartment,2022,70,1465.0,"URA Private Residential — District 14 | Apartment | OCR | 2022
Transactions: 70
Median transacted price: SGD 1,080,000
Median price per sqft (PSF): SGD 1,465
Median area: 861 sqft
Resale share: 81%
"
ura_d14_apartment_2023,ura_transaction,14,OCR,Apartment,2023,46,1434.0,"URA Private Residential — District 14 | Apartment | OCR | 2023
Transactions: 46
Median transacted price: SGD 1,110,000
Median price per sqft (PSF): SGD 1,434
Median area: 716 sqft
Resale share: 100%
"
ura_d14_apartment_2024,ura_transaction,14,OCR,Apartment,2024,48,1549.5,"URA Private Residential — District 14 | Apartment | OCR | 2024
Transactions: 48
Median transacted price: SGD 1,227,500
Median price per sqft (PSF): SGD 1,550
Median area: 850 sqft
Resale share: 96%
"
ura_d14_apartment_2025,ura_transaction,14,OCR,Apartment,2025,43,1624.0,"URA Private Residential — District 14 | Apartment | OCR | 2025
Transactions: 43
Median transacted price: SGD 1,415,000
Median price per sqft (PSF): SGD 1,624
Median area: 1001 sqft
Resale share: 100%
"
ura_d14_apartment_2026,ura_transaction,14,OCR,Apartment,2026,14,1569.5,"URA Private Residential — District 14 | Apartment | OCR | 2026
Transactions: 14
Median transacted price: SGD 1,474,000
Median price per sqft (PSF): SGD 1,570
Median area: 904 sqft
Resale share: 100%
"
ura_d14_apartment_2021,ura_transaction,14,RCR,Apartment,2021,631,1646.0,"URA Private Residential — District 14 | Apartment | RCR | 2021
Transactions: 631
Median transacted price: SGD 1,273,000
Median price per sqft (PSF): SGD 1,646
Median area: 743 sqft
Resale share: 43%
"
ura_d14_apartment_2022,ura_transaction,14,RCR,Apartment,2022,500,1529.5,"URA Private Residential — District 14 | Apartment | RCR | 2022
Transactions: 500
Median transacted price: SGD 1,200,000
Median price per sqft (PSF): SGD 1,530
Median area: 721 sqft
Resale share: 60%
"
ura_d14_apartment_2023,ura_transaction,14,RCR,Apartment,2023,418,1629.5,"URA Private Residential — District 14 | Apartment | RCR | 2023
Transactions: 418
Median transacted price: SGD 1,180,000
Median price per sqft (PSF): SGD 1,630
Median area: 667 sqft
Resale share: 69%
"
ura_d14_apartment_2024,ura_transaction,14,RCR,Apartment,2024,558,1885.0,"URA Private Residential — District 14 | Apartment | RCR | 2024
Transactions: 558
Median transacted price: SGD 1,400,000
Median price per sqft (PSF): SGD 1,885
Median area: 743 sqft
Resale share: 77%
"
ura_d14_apartment_2025,ura_transaction,14,RCR,Apartment,2025,504,2010.5,"URA Private Residential — District 14 | Apartment | RCR | 2025
Transactions: 504
Median transacted price: SGD 1,440,000
Median price per sqft (PSF): SGD 2,010
Median area: 732 sqft
Resale share: 80%
"
ura_d14_apartment_2026,ura_transaction,14,RCR,Apartment,2026,87,1820.0,"URA Private Residential — District 14 | Apartment | RCR | 2026
Transactions: 87
Median transacted price: SGD 1,405,000
Median price per sqft (PSF): SGD 1,820
Median area: 732 sqft
Resale share: 92%
"
ura_d14_condominium_2021,ura_transaction,14,OCR,Condominium,2021,186,1292.0,"URA Private Residential — District 14 | Condominium | OCR | 2021
Transactions: 186
Median transacted price: SGD 1,248,470
Median price per sqft (PSF): SGD 1,292
Median area: 840 sqft
Resale share: 65%
"
ura_d14_condominium_2022,ura_transaction,14,OCR,Condominium,2022,228,1374.5,"URA Private Residential — District 14 | Condominium | OCR | 2022
Transactions: 228
Median transacted price: SGD 1,336,940
Median price per sqft (PSF): SGD 1,374
Median area: 883 sqft
Resale share: 60%
"
ura_d14_condominium_2023,ura_transaction,14,OCR,Condominium,2023,120,1430.5,"URA Private Residential — District 14 | Condominium | OCR | 2023
Transactions: 120
Median transacted price: SGD 1,295,000
Median price per sqft (PSF): SGD 1,430
Median area: 883 sqft
Resale share: 87%
"
ura_d14_condominium_2024,ura_transaction,14,OCR,Condominium,2024,98,1434.0,"URA Private Residential — District 14 | Condominium | OCR | 2024
Transactions: 98
Median transacted price: SGD 1,307,500
Median price per sqft (PSF): SGD 1,434
Median area: 904 sqft
Resale share: 100%
"
ura_d14_condominium_2025,ura_transaction,14,OCR,Condominium,2025,116,1412.5,"URA Private Residential — District 14 | Condominium | OCR | 2025
Transactions: 116
Median transacted price: SGD 1,311,000
Median price per sqft (PSF): SGD 1,412
Median area: 947 sqft
Resale share: 100%
"
ura_d14_condominium_2026,ura_transaction,14,OCR,Condominium,2026,31,1482.0,"URA Private Residential — District 14 | Condominium | OCR | 2026
Transactions: 31
Median transacted price: SGD 1,500,000
Median price per sqft (PSF): SGD 1,482
Median area: 1012 sqft
Resale share: 100%
"
ura_d14_condominium_2021,ura_transaction,14,RCR,Condominium,2021,126,1563.5,"URA Private Residential — District 14 | Condominium | RCR | 2021
Transactions: 126
Median transacted price: SGD 1,365,000
Median price per sqft (PSF): SGD 1,564
Median area: 947 sqft
Resale share: 100%
"
ura_d14_condominium_2022,ura_transaction,14,RCR,Condominium,2022,181,1649.0,"URA Private Residential — District 14 | Condominium | RCR | 2022
Transactions: 181
Median transacted price: SGD 1,260,000
Median price per sqft (PSF): SGD 1,649
Median area: 786 sqft
Resale share: 100%
"
ura_d14_condominium_2023,ura_transaction,14,RCR,Condominium,2023,133,1721.0,"URA Private Residential — District 14 | Condominium | RCR | 2023
Transactions: 133
Median transacted price: SGD 1,444,608
Median price per sqft (PSF): SGD 1,721
Median area: 958 sqft
Resale share: 100%
"
ura_d14_condominium_2024,ura_transaction,14,RCR,Condominium,2024,159,1810.0,"URA Private Residential — District 14 | Condominium | RCR | 2024
Transactions: 159
Median transacted price: SGD 1,496,000
Median price per sqft (PSF): SGD 1,810
Median area: 947 sqft
Resale share: 100%
"
ura_d14_condominium_2025,ura_transaction,14,RCR,Condominium,2025,143,1900.0,"URA Private Residential — District 14 | Condominium | RCR | 2025
Transactions: 143
Median transacted price: SGD 1,696,000
Median price per sqft (PSF): SGD 1,900
Median area: 947 sqft
Resale share: 100%
"
ura_d14_condominium_2026,ura_transaction,14,RCR,Condominium,2026,33,1919.0,"URA Private Residential — District 14 | Condominium | RCR | 2026
Transactions: 33
Median transacted price: SGD 1,860,000
Median price per sqft (PSF): SGD 1,919
Median area: 1023 sqft
Resale share: 100%
"
ura_d15_apartment_2021,ura_transaction,15,OCR,Apartment,2021,314,1345.0,"URA Private Residential — District 15 | Apartment | OCR | 2021
Transactions: 314
Median transacted price: SGD 1,346,500
Median price per sqft (PSF): SGD 1,345
Median area: 1023 sqft
Resale share: 73%
"
ura_d15_apartment_2022,ura_transaction,15,OCR,Apartment,2022,339,1417.0,"URA Private Residential — District 15 | Apartment | OCR | 2022
Transactions: 339
Median transacted price: SGD 1,525,000
Median price per sqft (PSF): SGD 1,417
Median area: 1066 sqft
Resale share: 76%
"
ura_d15_apartment_2023,ura_transaction,15,OCR,Apartment,2023,239,1523.0,"URA Private Residential — District 15 | Apartment | OCR | 2023
Transactions: 239
Median transacted price: SGD 1,550,000
Median price per sqft (PSF): SGD 1,523
Median area: 1055 sqft
Resale share: 94%
"
ura_d15_apartment_2024,ura_transaction,15,OCR,Apartment,2024,302,1542.0,"URA Private Residential — District 15 | Apartment | OCR | 2024
Transactions: 302
Median transacted price: SGD 1,684,444
Median price per sqft (PSF): SGD 1,542
Median area: 1163 sqft
Resale share: 96%
"
ura_d15_apartment_2025,ura_transaction,15,OCR,Apartment,2025,268,1611.0,"URA Private Residential — District 15 | Apartment | OCR | 2025
Transactions: 268
Median transacted price: SGD 1,690,444
Median price per sqft (PSF): SGD 1,611
Median area: 1087 sqft
Resale share: 94%
"
ura_d15_apartment_2026,ura_transaction,15,OCR,Apartment,2026,61,1628.0,"URA Private Residential — District 15 | Apartment | OCR | 2026
Transactions: 61
Median transacted price: SGD 1,850,000
Median price per sqft (PSF): SGD 1,628
Median area: 1109 sqft
Resale share: 97%
"
ura_d15_apartment_2021,ura_transaction,15,RCR,Apartment,2021,445,1632.0,"URA Private Residential — District 15 | Apartment | RCR | 2021
Transactions: 445
Median transacted price: SGD 1,580,000
Median price per sqft (PSF): SGD 1,632
Median area: 1001 sqft
Resale share: 63%
"
ura_d15_apartment_2022,ura_transaction,15,RCR,Apartment,2022,463,1765.0,"URA Private Residential — District 15 | Apartment | RCR | 2022
Transactions: 463
Median transacted price: SGD 1,780,000
Median price per sqft (PSF): SGD 1,765
Median area: 1023 sqft
Resale share: 61%
"
ura_d15_apartment_2023,ura_transaction,15,RCR,Apartment,2023,1185,2544.0,"URA Private Residential — District 15 | Apartment | RCR | 2023
Transactions: 1185
Median transacted price: SGD 1,935,000
Median price per sqft (PSF): SGD 2,544
Median area: 775 sqft
Resale share: 19%
"
ura_d15_apartment_2024,ura_transaction,15,RCR,Apartment,2024,789,2681.0,"URA Private Residential — District 15 | Apartment | RCR | 2024
Transactions: 789
Median transacted price: SGD 2,263,000
Median price per sqft (PSF): SGD 2,681
Median area: 947 sqft
Resale share: 33%
"
ura_d15_apartment_2025,ura_transaction,15,RCR,Apartment,2025,694,2498.5,"URA Private Residential — District 15 | Apartment | RCR | 2025
Transactions: 694
Median transacted price: SGD 2,460,500
Median price per sqft (PSF): SGD 2,498
Median area: 1066 sqft
Resale share: 37%
"
ura_d15_apartment_2026,ura_transaction,15,RCR,Apartment,2026,246,2663.0,"URA Private Residential — District 15 | Apartment | RCR | 2026
Transactions: 246
Median transacted price: SGD 2,999,000
Median price per sqft (PSF): SGD 2,663
Median area: 1087 sqft
Resale share: 26%
"
ura_d15_condominium_2021,ura_transaction,15,OCR,Condominium,2021,151,1456.0,"URA Private Residential — District 15 | Condominium | OCR | 2021
Transactions: 151
Median transacted price: SGD 1,730,000
Median price per sqft (PSF): SGD 1,456
Median area: 1238 sqft
Resale share: 100%
"
ura_d15_condominium_2022,ura_transaction,15,OCR,Condominium,2022,142,1511.0,"URA Private Residential — District 15 | Condominium | OCR | 2022
Transactions: 142
Median transacted price: SGD 1,825,000
Median price per sqft (PSF): SGD 1,511
Median area: 1264 sqft
Resale share: 100%
"
ura_d15_condominium_2023,ura_transaction,15,OCR,Condominium,2023,116,1651.0,"URA Private Residential — District 15 | Condominium | OCR | 2023
Transactions: 116
Median transacted price: SGD 2,038,444
Median price per sqft (PSF): SGD 1,651
Median area: 1216 sqft
Resale share: 100%
"
ura_d15_condominium_2024,ura_transaction,15,OCR,Condominium,2024,141,1597.0,"URA Private Residential — District 15 | Condominium | OCR | 2024
Transactions: 141
Median transacted price: SGD 2,100,000
Median price per sqft (PSF): SGD 1,597
Median area: 1281 sqft
Resale share: 100%
"
ura_d15_condominium_2025,ura_transaction,15,OCR,Condominium,2025,145,1691.0,"URA Private Residential — District 15 | Condominium | OCR | 2025
Transactions: 145
Median transacted price: SGD 2,180,800
Median price per sqft (PSF): SGD 1,691
Median area: 1302 sqft
Resale share: 100%
"
ura_d15_condominium_2026,ura_transaction,15,OCR,Condominium,2026,50,1692.5,"URA Private Residential — District 15 | Condominium | OCR | 2026
Transactions: 50
Median transacted price: SGD 2,270,000
Median price per sqft (PSF): SGD 1,692
Median area: 1345 sqft
Resale share: 100%
"
ura_d15_condominium_2021,ura_transaction,15,RCR,Condominium,2021,573,1780.0,"URA Private Residential — District 15 | Condominium | RCR | 2021
Transactions: 573
Median transacted price: SGD 2,300,000
Median price per sqft (PSF): SGD 1,780
Median area: 1302 sqft
Resale share: 71%
"
ura_d15_condominium_2022,ura_transaction,15,RCR,Condominium,2022,749,2179.0,"URA Private Residential — District 15 | Condominium | RCR | 2022
Transactions: 749
Median transacted price: SGD 2,435,000
Median price per sqft (PSF): SGD 2,179
Median area: 1281 sqft
Resale share: 54%
"
ura_d15_condominium_2023,ura_transaction,15,RCR,Condominium,2023,744,2402.0,"URA Private Residential — District 15 | Condominium | RCR | 2023
Transactions: 744
Median transacted price: SGD 2,176,500
Median price per sqft (PSF): SGD 2,402
Median area: 990 sqft
Resale share: 40%
"
ura_d15_condominium_2024,ura_transaction,15,RCR,Condominium,2024,1436,2548.0,"URA Private Residential — District 15 | Condominium | RCR | 2024
Transactions: 1436
Median transacted price: SGD 2,495,000
Median price per sqft (PSF): SGD 2,548
Median area: 990 sqft
Resale share: 27%
"
ura_d15_condominium_2025,ura_transaction,15,RCR,Condominium,2025,447,2149.0,"URA Private Residential — District 15 | Condominium | RCR | 2025
Transactions: 447
Median transacted price: SGD 2,800,000
Median price per sqft (PSF): SGD 2,149
Median area: 1345 sqft
Resale share: 84%
"
ura_d15_condominium_2026,ura_transaction,15,RCR,Condominium,2026,117,2096.0,"URA Private Residential — District 15 | Condominium | RCR | 2026
Transactions: 117
Median transacted price: SGD 2,708,000
Median price per sqft (PSF): SGD 2,096
Median area: 1335 sqft
Resale share: 90%
"
ura_d16_apartment_2021,ura_transaction,16,OCR,Apartment,2021,75,1344.0,"URA Private Residential — District 16 | Apartment | OCR | 2021
Transactions: 75
Median transacted price: SGD 1,260,000
Median price per sqft (PSF): SGD 1,344
Median area: 958 sqft
Resale share: 100%
"
